defens,strongsubj,positive

defens,strongsubj,negative

defensor,strongsubj,positive

deficient,weaksubj,negative

defin,weaksubj,positive

definit,weaksubj,positive

deform,weaksubj,negative

defraud,strongsubj,negative

degener,strongsubj,negative

degrad,strongsubj,negative

dej,strongsubj,negative

dej,weaksubj,negative

delect,strongsubj,negative

deleit,weaksubj,positive

deleit,strongsubj,positive

delic,weaksubj,positive

delincuent,weaksubj,negative

delir,strongsubj,negative

deliri,strongsubj,positive

delit,weaksubj,negative

demacr,strongsubj,negative

dement,strongsubj,negative

demoniac,strongsubj,negative

demoniz,strongsubj,negative

demuestr,strongsubj,positive

denigr,strongsubj,negative

deplor,strongsubj,negative

deprav,strongsubj,negative

depred,weaksubj,negative

depresion,weaksubj,negative

depriment,strongsubj,negative

deprim,strongsubj,negative

derech,weaksubj,positive

derrib,weaksubj,negative

desacredit,strongsubj,negative

desacuerd,strongsubj,negative

desafect,strongsubj,negative

desafi,strongsubj,negative

desafortun,strongsubj,negative

desagrad,strongsubj,negative

desagradec,strongsubj,negative

desagr,strongsubj,negative

desahog,strongsubj,positive

desair,strongsubj,negative

desalent,strongsubj,negative

desalient,strongsubj,negative

desalm,strongsubj,negative

desampar,strongsubj,negative

desanim,strongsubj,negative

desaparec,weaksubj,negative

desaprens,strongsubj,negative

desaprob,strongsubj,negative

desarm,weaksubj,negative

desarraig,weaksubj,negative

desarroll,strongsubj,positive

desasosieg,strongsubj,negative

desastr,strongsubj,negative

desatin,strongsubj,negative

desautoriz,strongsubj,negative

descabell,strongsubj,negative

descans,weaksubj,negative

descar,strongsubj,positive

descar,strongsubj,negative

descompon,weaksubj,negative

descompostur,weaksubj,negative

desconcert,strongsubj,negative

desconcert,weaksubj,negative

desconciert,strongsubj,negative

desconfi,strongsubj,negative

desconoc,strongsubj,negative

desconoc,weaksubj,negative

desconsider,strongsubj,negative

desconsol,strongsubj,negative

desconsuel,strongsubj,negative

descontent,strongsubj,negative

descorazon,strongsubj,negative

descortes,strongsubj,negative

descr,strongsubj,negative

descuid,strongsubj,negative

descu,strongsubj,negative

desde�,strongsubj,negative

deseabl,strongsubj,positive

des,strongsubj,positive

desec,strongsubj,negative

desempen,strongsubj,positive

desempe�,strongsubj,positive

desenfoqu,weaksubj,negative

desenmara�,strongsubj,negative

desense�,strongsubj,negative

desentra�,weaksubj,negative

dese,strongsubj,positive

desercion,strongsubj,negative

deservici,strongsubj,negative

desesper,strongsubj,negative

desestabiliz,strongsubj,negative

desfachatez,strongsubj,negative

desfallec,strongsubj,negative

desfavor,strongsubj,negative

desfavorec,strongsubj,negative

desgast,weaksubj,negative

desgraci,strongsubj,negative

deshac,weaksubj,negative

deshech,weaksubj,negative

deshiz,weaksubj,negative

deshonest,strongsubj,negative

deshonr,strongsubj,negative

deshumaniz,strongsubj,negative

desigual,strongsubj,negative

desiguald,strongsubj,negative

desilusion,strongsubj,negative

desinform,strongsubj,negative

desintegr,weaksubj,negative

desinteres,strongsubj,negative

desinteres,weaksubj,negative

desleal,strongsubj,negative

deslealt,strongsubj,negative

deslumbr,strongsubj,positive

desliz,strongsubj,negative

desluc,strongsubj,negative

deslumbr,strongsubj,negative

deslumbrador,strongsubj,negative

desmay,weaksubj,negative

desment,strongsubj,negative

desmitific,strongsubj,positive

desmoraliz,strongsubj,negative

desmoron,weaksubj,negative

desmot,strongsubj,negative

desobedec,strongsubj,negative

desobedient,strongsubj,negative

desol,strongsubj,negative

desord,strongsubj,negative

desorden,strongsubj,negative

desorden,weaksubj,negative

desorganiz,strongsubj,negative

desorient,strongsubj,negative

despaci,weaksubj,negative

despech,strongsubj,negative

despect,strongsubj,negative

despefect,weaksubj,negative

desperdici,weaksubj,negative

desperfect,weaksubj,negative

despert,strongsubj,positive

despiad,strongsubj,negative

despilfarr,strongsubj,negative

despilfarr,weaksubj,negative

desplaz,weaksubj,negative

despoj,strongsubj,negative

despot,strongsubj,negative

despotric,strongsubj,negative

despreci,strongsubj,negative

despreocup,strongsubj,negative

despreocup,strongsubj,positive

despreven,weaksubj,negative

desproporcion,weaksubj,negative

desprov,strongsubj,negative

destac,strongsubj,negative

destac,weaksubj,positive

destartal,strongsubj,negative

destell,weaksubj,positive

desterr,strongsubj,negative

destierr,strongsubj,negative

destin,weaksubj,positive

destin,strongsubj,positive

destrez,weaksubj,positive

destrip,strongsubj,negative

destruccion,weaksubj,negative

destruct,strongsubj,negative

destructor,strongsubj,negative

destru,weaksubj,negative

desunion,strongsubj,negative

desval,strongsubj,negative

desval,strongsubj,positive

desvanec,weaksubj,negative

desvari,strongsubj,negative

desventaj,strongsubj,negative

desvergonz,strongsubj,negative

desverg�enz,strongsubj,negative

desviacion,strongsubj,negative

desviacion,weaksubj,negative

desv,strongsubj,negative

desvi,weaksubj,negative

deterior,weaksubj,negative

determinacion,strongsubj,positive

determin,strongsubj,positive

detest,strongsubj,negative

detraccion,weaksubj,negative

detr,weaksubj,negative

detriment,strongsubj,negative

devast,weaksubj,negative

devast,strongsubj,negative

devocion,strongsubj,positive

diabl,strongsubj,negative

diablur,strongsubj,negative

diabol,strongsubj,negative

diametral,strongsubj,negative

diatrib,strongsubj,negative

dich,strongsubj,positive

dichos,strongsubj,positive

dictador,weaksubj,negative

dictatorial,weaksubj,negative

didact,strongsubj,positive

diestr,strongsubj,positive

difam,strongsubj,negative

difamatori,strongsubj,negative

dif�cil,strongsubj,negative

diferent,strongsubj,negative

difer,weaksubj,negative

dificil,strongsubj,negative

dificult,strongsubj,negative

difunt,strongsubj,negative

dignid,strongsubj,positive

dignific,weaksubj,positive

dign,strongsubj,positive

dilacion,strongsubj,negative

dilem,weaksubj,negative

diligent,weaksubj,positive

diluvi,weaksubj,negative

diminut,weaksubj,negative

dinam,weaksubj,positive

dinam,strongsubj,positive

diplomat,weaksubj,positive

discapacit,weaksubj,negative

disciplin,strongsubj,positive

discord,strongsubj,negative

discordi,strongsubj,negative

discrecion,weaksubj,positive

discrep,weaksubj,negative

discrep,strongsubj,negative

discret,strongsubj,positive

discret,weaksubj,positive

discrimin,weaksubj,negative

discrimin,weaksubj,positive

discriminatori,strongsubj,negative

discut,weaksubj,negative

discutidor,strongsubj,negative

discut,strongsubj,negative

disension,strongsubj,negative

disfrut,weaksubj,positive

disfrut,strongsubj,positive

disgust,strongsubj,negative

disgust,weaksubj,negative

disident,strongsubj,negative

disimul,strongsubj,negative

disloc,weaksubj,negative

disminu,weaksubj,negative

disparat,strongsubj,negative

dispens,weaksubj,negative

displicent,strongsubj,negative

disponbil,strongsubj,positive

disposicion,strongsubj,positive

dispuest,strongsubj,positive

disput,strongsubj,negative

disrupt,strongsubj,negative

distanci,strongsubj,negative

distincion,weaksubj,positive

distingu,strongsubj,positive

distingu,weaksubj,positive

distint,weaksubj,positive

distorsion,strongsubj,negative

distraccion,strongsubj,negative

distr,weaksubj,negative

distr,strongsubj,negative

distraid,strongsubj,negative

disturbi,strongsubj,negative

disuad,strongsubj,negative

disuad,weaksubj,negative

disuas,strongsubj,negative

disuas,weaksubj,negative

disvalor,strongsubj,negative

divag,strongsubj,negative

divergent,weaksubj,negative

diversific,weaksubj,positive

diversion,strongsubj,negative

diversion,strongsubj,positive

divert,strongsubj,positive

divid,weaksubj,negative

divin,strongsubj,positive

divis,strongsubj,negative

division,weaksubj,negative

division,strongsubj,negative

divorci,weaksubj,negative

dobl,weaksubj,negative

docil,strongsubj,positive

dol,strongsubj,negative

dolient,strongsubj,negative

dolor,strongsubj,negative

domin,strongsubj,positive

domin,strongsubj,negative

domin,weaksubj,negative

domini,weaksubj,positive

dram,strongsubj,negative

drastic,strongsubj,negative

drog,weaksubj,negative

dud,strongsubj,negative

duel,strongsubj,negative

dulc,weaksubj,positive

dulcement,weaksubj,positive

dulzur,weaksubj,positive

durabil,weaksubj,positive

durabl,weaksubj,positive

durader,strongsubj,positive

educ,weaksubj,positive

educ,strongsubj,positive

efect,strongsubj,positive

eficaci,weaksubj,positive

eficaz,weaksubj,positive

eficient,weaksubj,positive

eficient,strongsubj,positive

efusion,strongsubj,positive

efus,strongsubj,positive

ego,strongsubj,negative

egocentr,strongsubj,negative

egoism,strongsubj,negative

egoist,strongsubj,negative

egolatr,strongsubj,negative

egoman,strongsubj,negative

egot,strongsubj,negative

ejempl,strongsubj,positive

ejemplif,strongsubj,positive

ejemplific,strongsubj,positive

eleg,strongsubj,positive

eleg,weaksubj,positive

elev,strongsubj,positive

elev,weaksubj,positive

elimin,weaksubj,negative

elimin,strongsubj,negative

elit,weaksubj,positive

elit,strongsubj,negative

elocuent,strongsubj,positive

elogi,strongsubj,positive

elud,strongsubj,negative

emancip,weaksubj,positive

embaraz,strongsubj,negative

embat,weaksubj,negative

embeles,strongsubj,positive

embellec,strongsubj,positive

embest,strongsubj,negative

embosc,weaksubj,negative

embot,strongsubj,negative

embroll,strongsubj,negative

embroll,weaksubj,negative

embrom,weaksubj,negative

embrutecedor,strongsubj,negative

embrutec,strongsubj,negative

embuster,strongsubj,negative

eminent,strongsubj,positive

emocion,strongsubj,positive

emocional,strongsubj,negative

empalag,strongsubj,negative

empa�,weaksubj,negative

empat,strongsubj,negative

empatiz,strongsubj,negative

empe�,strongsubj,positive

empeor,strongsubj,negative

empeque�ec,strongsubj,negative

empin,weaksubj,negative

empoder,weaksubj,positive

emprendedor,weaksubj,positive

en pedaz,strongsubj,negative

enajen,weaksubj,negative

enan,strongsubj,negative

encant,strongsubj,positive

encantador,strongsubj,positive

encapot,strongsubj,negative

encoj,strongsubj,negative

encomi,strongsubj,positive

endos,strongsubj,positive

endulz,strongsubj,negative

endulz,weaksubj,positive

enemig,strongsubj,negative

enemig,weaksubj,negative

enemist,strongsubj,negative

energet,weaksubj,positive

energ,weaksubj,positive

energiz,weaksubj,positive

enerv,strongsubj,negative

enfad,strongsubj,negative

enfat,strongsubj,negative

enferm,weaksubj,negative

enfermed,weaksubj,negative

enfermiz,strongsubj,negative

enferm,strongsubj,negative

enfriamient,weaksubj,positive

enfurec,strongsubj,negative

enga�,strongsubj,negative

engatus,strongsubj,negative

engatus,strongsubj,positive

engreid,strongsubj,negative

engreimient,strongsubj,negative

enjuici,strongsubj,negative

enloquecedor,strongsubj,negative

enloquec,strongsubj,negative

ennoblec,strongsubj,positive

enoj,strongsubj,negative

enorm,strongsubj,negative

enred,weaksubj,negative

enred,strongsubj,negative

enriquec,weaksubj,positive

ensalz,strongsubj,positive

ensay,weaksubj,negative

ense�,strongsubj,positive

ensordecedor,strongsubj,negative

ensuci,strongsubj,negative

ensue�,strongsubj,positive

entend,strongsubj,positive

entiend,strongsubj,positive

entramp,strongsubj,negative

entra�,strongsubj,positive

entreg,weaksubj,positive

entreten,weaksubj,positive

entreten,strongsubj,positive

entristec,strongsubj,negative

entromet,strongsubj,negative

entumec,weaksubj,negative

entusiasm,strongsubj,positive

entusiast,strongsubj,positive

envalenton,weaksubj,positive

envidi,strongsubj,negative

envidi,strongsubj,positive

equilibr,weaksubj,positive

equilibri,strongsubj,positive

equit,weaksubj,positive

equivoc,strongsubj,negative

equivoc,weaksubj,negative

erosion,weaksubj,negative

erradic,weaksubj,negative

errant,weaksubj,negative

errar,strongsubj,negative

errat,strongsubj,negative

erron,strongsubj,negative

errone,strongsubj,negative

error,strongsubj,negative

error,weaksubj,negative

erudit,strongsubj,positive

erupcion,strongsubj,negative

esbelt,weaksubj,positive

escalofri,strongsubj,negative

escalofri,weaksubj,negative

escalon,weaksubj,negative

escam,weaksubj,negative

escandaliz,strongsubj,negative

escandal,strongsubj,negative

escandal,weaksubj,negative

escapatori,strongsubj,negative

escap,weaksubj,negative

escas,weaksubj,positive

escasez,weaksubj,negative

escas,weaksubj,negative

escen,weaksubj,positive

escept,strongsubj,negative

esceptic,strongsubj,negative

esclavitud,strongsubj,negative

esclaviz,strongsubj,negative

esclav,strongsubj,negative

escond,strongsubj,negative

escori,strongsubj,negative

escozor,strongsubj,negative

escrupul,strongsubj,positive

escuchimiz,strongsubj,negative

escud,weaksubj,positive

esencial,weaksubj,positive

esforz,strongsubj,positive

esfuerz,weaksubj,positive

esfuerz,weaksubj,negative

esmer,strongsubj,positive

esoter,weaksubj,negative

espaci,weaksubj,positive

espald,weaksubj,positive

espaldaraz,strongsubj,positive

espant,strongsubj,negative

especial,weaksubj,positive

especial,strongsubj,positive

espectacul,strongsubj,positive

espectacular,strongsubj,positive

espectacul,strongsubj,negative

espej,strongsubj,negative

espeluzn,strongsubj,positive

espi,strongsubj,negative

espin,strongsubj,negative

espiritu,weaksubj,positive

espiritual,strongsubj,positive

esplendid,strongsubj,positive

esplend,strongsubj,positive

esplendor,strongsubj,positive

espolon,strongsubj,positive

esporad,weaksubj,negative

espum,weaksubj,positive

espuri,strongsubj,negative

esquelet,strongsubj,negative

esquem,weaksubj,negative

esquiv,strongsubj,positive

estabil,weaksubj,positive

estabiliz,weaksubj,positive

establ,weaksubj,positive

establec,weaksubj,positive

estac,weaksubj,negative

estac,strongsubj,negative

estaf,strongsubj,negative

estamp,weaksubj,negative

estanc,weaksubj,negative

estanc,strongsubj,negative

estant,strongsubj,negative

estar,weaksubj,positive

acech,strongsubj,negative

estat,weaksubj,negative

estatuari,strongsubj,positive

estel,strongsubj,positive

estereotip,strongsubj,negative

esteril,strongsubj,negative

estigm,strongsubj,negative

estigmatiz,strongsubj,negative

estim,strongsubj,positive

estimul,strongsubj,positive

estimul,weaksubj,positive

estof,strongsubj,negative

estol,weaksubj,negative

estrangul,weaksubj,negative

estrech,weaksubj,negative

estreg,strongsubj,positive

estrell,strongsubj,positive

estres,strongsubj,negative

estrict,strongsubj,negative

estrident,strongsubj,negative

estrop,strongsubj,negative

estruend,weaksubj,negative

estruend,strongsubj,negative

estudi,strongsubj,positive

estupefact,strongsubj,negative

estupend,strongsubj,positive

estupid,strongsubj,negative

estupidez,strongsubj,negative

estup,strongsubj,negative

estupor,strongsubj,negative

etern,strongsubj,positive

etic,strongsubj,positive

eufori,strongsubj,positive

eufor,strongsubj,positive

evad,weaksubj,negative

evasion,weaksubj,negative

evas,weaksubj,negative

evident,weaksubj,positive

evident,strongsubj,positive

evit,weaksubj,negative

evit,strongsubj,negative

evoc,strongsubj,positive

exacerb,strongsubj,negative

exact,weaksubj,positive

exager,strongsubj,negative

exalt,strongsubj,negative

exalt,strongsubj,positive

exasper,strongsubj,negative

exced,strongsubj,positive

excelent,strongsubj,positive

excentr,weaksubj,negative

excentr,strongsubj,negative

excepcional,strongsubj,positive

exces,strongsubj,negative

exclam,strongsubj,negative

exclu,weaksubj,negative

exclusion,weaksubj,negative

exclus,weaksubj,positive

excori,strongsubj,negative

excus,weaksubj,negative

excus,strongsubj,positive

execr,strongsubj,negative

exelent,strongsubj,positive

exhaust,weaksubj,positive

exhort,strongsubj,negative

exig,strongsubj,positive

exigent,strongsubj,negative

exigu,strongsubj,negative

exili,weaksubj,negative

exit,weaksubj,positive

exoner,strongsubj,positive

exorbitantanc,strongsubj,negative

exorbit,strongsubj,negative

expans,strongsubj,positive

experiment,weaksubj,positive

expert,weaksubj,positive

expert,strongsubj,positive

explicit,weaksubj,positive

practic,weaksubj,positive

explosion,strongsubj,negative

explosion,weaksubj,negative

explos,weaksubj,negative

explot,strongsubj,negative

explot,weaksubj,negative

expres,strongsubj,positive

expres,weaksubj,positive

exprimidor,strongsubj,negative

expropi,weaksubj,negative

expuest,weaksubj,negative

expuls,weaksubj,negative

expurg,strongsubj,negative

exquisit,strongsubj,positive

extasi,weaksubj,positive

extasi,weaksubj,negative

extasis,strongsubj,positive

extat,strongsubj,positive

extend,weaksubj,negative

extermin,strongsubj,negative

extermini,strongsubj,negative

extingu,weaksubj,negative

extorsion,strongsubj,negative

extorsion,weaksubj,negative

extralimit,weaksubj,negative

extra�,strongsubj,negative

extra�,weaksubj,negative

extraordinari,strongsubj,positive

extravag,strongsubj,negative

extravi,strongsubj,negative

extrem,strongsubj,negative

extrem,weaksubj,negative

extrovert,weaksubj,positive

exuber,strongsubj,positive

exult,strongsubj,positive

fabul,strongsubj,positive

facil,strongsubj,positive

facin,strongsubj,positive

factibl,weaksubj,positive

falaci,strongsubj,negative

falaz,strongsubj,negative

fall,weaksubj,negative

fallec,strongsubj,negative

falt,strongsubj,negative

fanfarron,strongsubj,negative

fantas,strongsubj,positive

fantast,strongsubj,positive

fars,strongsubj,negative

fascin,strongsubj,positive

fascist,strongsubj,negative

fastidi,strongsubj,negative

fastuos,strongsubj,negative

fatal,weaksubj,negative

fatal,strongsubj,negative

fatalist,strongsubj,negative

fatid,strongsubj,negative

fatig,weaksubj,negative

fatig,strongsubj,negative

favor,strongsubj,positive

favorec,strongsubj,positive

favorit,strongsubj,positive

favorit,strongsubj,negative

feald,strongsubj,negative

fecund,weaksubj,positive

felic,strongsubj,positive

felicit,strongsubj,positive

feliz,strongsubj,positive

felp,strongsubj,positive

fenomenal,strongsubj,positive

feo,strongsubj,negative

feroc,strongsubj,negative

feroz,strongsubj,negative

fertil,strongsubj,negative

fervient,strongsubj,positive

